ubicacion;subUbicacion;clase;subclase;nombre;marca;modelo;serie;numeroInventario;ano;vidaUtil;propietario;estado;criticidad;garantia;vencimientoGarantia;planMantencion;tipoEquipo;idConvenio;idInstitucion;eliminado
Medicina;Hospital de Contulmo;Monitoreo;Bajo Costo;TOMA PRESION DIGITAL;microlife;BP A80;111700237;;;;PROPIO;;IM ? 12;;;1;medico;0;5;0
Medicina;Hospital de Contulmo;Apoyo industrial;Mediano Costo;REVELADORA DE PLACAS DENTALES;PERIO MAT;S/MODELO;S/SERIE;;;8;PROPIO;;IM ? 12;;;1;medico;0;5;0
Medicina;Hospital de Contulmo;Odontologia;Mediano Costo;LAMPARA DE FOTOCURADO 1 ;3m;S/MODELO;932123000000;;;5;PROPIO;;IM ? 12;;;1;medico;0;5;0
Medicina;Hospital de Contulmo;Odontologia;Mediano Costo;LAMPARA DE FOTOCURADO 2;3m;S/MODELO;932123000000;;;5;PROPIO;;IM ? 12;;;1;medico;0;5;0
Medicina;Hospital de Contulmo;Odontologia;Mediano Costo;AMALGAMADOR;densply promix;DB 3338;006001201407A;;;;PROPIO;;IM ? 12;;;1;medico;0;5;0
Medicina;Hospital de Contulmo;Odontologia;Mediano Costo;CAVITRON;densply;130B;11511;;;;PROPIO;;IM ? 12;;;1;medico;0;5;0
Medicina;Hospital de Contulmo;Odontologia;Mediano Costo;SILLON DENTAL;Dabi Atlante;New croma;k000935;;;8;PROPIO;;IM ? 12;;;1;medico;0;5;0
Medicina;Hospital de Contulmo;Odontologia;Mediano Costo;ULTRASONIDO DENTAL;movitex;SP-500;11000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;;;8;PROPIO;;IM ? 12;;;1;medico;0;5;0
Medicina;Hospital de Contulmo;Odontologia;Mediano Costo;SCALER ULTRASONIDO;DABI ATLANTE;K003447;;;;8;PROPIO;;IM ? 12;;;1;medico;0;5;0
Medicina;Hospital de Contulmo;Odontologia;Mediano Costo;CAVITRON;DENSPLY;130B;130B-15621;;;;PROPIO;;IM ? 12;;;1;medico;0;5;0
Medicina;Hospital de Contulmo;Odontologia;Mediano Costo;LAMPARA DE FOTOCURADO;;;;;;5;PROPIO;;IM ? 12;;;1;medico;0;5;0
Medicina;Hospital de Contulmo;Odontologia;Mediano Costo;SILLON DENTAL;Dabi Atlante;;;;;8;PROPIO;;IM ? 12;;;1;medico;0;5;0
Medicina;Hospital de Contulmo;Odontologia;Mediano Costo;SILLON DENTAL;Ye-Shine;modelo: YS1005;;;;8;PROPIO;;IM ? 12;;;1;medico;0;5;0
Medicina;Hospital de Contulmo;Odontologia;Alto Costo;EQUIPO DE RX DENTAL;Durr Dental;;;;;8;PROPIO;;RELEVANTE;;;1;medico;0;5;0
Medicina;Hospital de Contulmo;Odontologia;Alto Costo;EQUIPO DE RX;Xsamsung;X GXR-68S;DXF21c0094A;;;10;PROPIO;;RELEVANTE;;;1;medico;0;5;0
Medicina;Hospital de Contulmo;Apoyo Diagnostico;Mediano Costo;MONITOR MULTIPARAMETROS;Nihon- Kohden;PVM-2703;119288;;;8;PROPIO;;CRITICO;;;1;medico;0;5;0
Medicina;Hospital de Contulmo;Apoyo Diagnostico;Mediano Costo;MONITOR MULTIPARAMETROS;Nihon- Kohden;PVM-2703;119285;;;8;PROPIO;;CRITICO;;;1;medico;0;5;0
Medicina;Hospital de Contulmo;Apoyo Diagnostico;Bajo Costo;TERMOMETRO DIGITAL;Contec;TI 500;415;;;;PROPIO;;IM ? 12;;;1;medico;0;5;0
Medicina;Hospital de Contulmo;Apoyo Quirurgico;Mediano Costo;BOMBA ASPIRACION;Yuwell;7 E-G;6;;;8;PROPIO;;IM ? 12;;;1;medico;0;5;0
Medicina;Hospital de Contulmo;Apoyo Quirurgico;Mediano Costo;ELECTROCARDIOGRAMA;Mindrray;Beneheart R12;99017052;;;8;PROPIO;;IM ? 12;;;1;medico;0;5;0
Medicina;Hospital de Contulmo;Apoyo Quirurgico;Mediano Costo;BOMBA ASPIRACION;Yuwell;7 E-G;5;;;8;PROPIO;;IM ? 12;;;1;medico;0;5;0
Medicina;Hospital de Contulmo;Apoyo Quirurgico;Mediano Costo;DESFIBRILADOR;Allmedica;CU-HD 1;M2R 320022;;;8;PROPIO;;CRITICO;;;1;medico;0;5;0
Medicina;Hospital de Contulmo;Apoyo Quirurgico;Mediano Costo;BOMBA ASPIRACION;Clinicon;JX820 D-1;T1119025;;;8;PROPIO;;IM ? 12;;;1;medico;0;5;0
Medicina;Hospital de Contulmo;Apoyo Quirurgico;Mediano Costo;DESFIBRILADOR;Allmedica;CU-HD 1;M2R 058014;;;8;PROPIO;;CRITICO;;;1;medico;0;5;0
Medicina;Hospital de Contulmo;Apoyo Diagnostico;Alto Costo;ECOGRAFO;Voluson PG;BT 18;VP 680-1620;;;8;PROPIO;;IM ? 12;;;1;medico;0;5;0
Medicina;Hospital de Contulmo;Apoyo Diagnostico;Mediano Costo;IMPRESORA ECOGRAFO;Sony;UPP-110;7214937;;;5;PROPIO;;IM ? 12;;;1;medico;0;5;0
Medicina;Hospital de Contulmo;Med. Fisica Rehabilitacion;Mediano Costo;TERAPIA COMBINADA;I-Techue;UE;11;;;;PROPIO;;IM ? 12;;;1;medico;0;5;0
Dental;Hospital de Contulmo;ODONTOLOGIA;Hospital de Contulmo;DENTAL;dental;Amalgamador;densply promix;DB 3338;;;PROPIO;;IM ? 12;;;1;medico;0;5;0
Dental;Hospital de Contulmo;ODONTOLOGIA;Hospital de Contulmo;DENTAL;dental;CAVITRON;densply ;130B;;;PROPIO;;IM ? 12;;;1;medico;0;5;0
Dental;Hospital de Contulmo;ODONTOLOGIA;Hospital de Contulmo;DENTAL;bodega equipos medicos;ultrasonido dental;movitex;SP-500;;8;PROPIO;;IM ? 12;;;1;medico;0;5;0
Dental;Hospital de Contulmo;ODONTOLOGIA;Hospital de Contulmo;DENTAL;bodega equipos medicos;SCALER ULTRASONIDO;DABI ATLANTE;;;10;PROPIO;;IM ? 12;;;1;medico;0;5;0
Dental;Hospital de Contulmo;ODONTOLOGIA;Hospital de Contulmo;DENTAL;BOX DENTAL;CAVITRON;DENSPLY;130B;;;PROPIO;;IM ? 12;;;1;medico;0;5;0
Dental;Hospital de Contulmo;ODONTOLOGIA;Hospital de Contulmo;DENTAL;BOX DENTAL;lampara de fotocurado 3;DABI ATLANTE;;;8;PROPIO;;IM ? 12;;;1;medico;0;5;0
Dental;Hospital de Contulmo;ODONTOLOGIA;Hospital de Contulmo;DENTAL;Ecaler;Beyes;P6-PLUS;S1820298AL;;;PROPIO;;IM ? 13;;;1;medico;0;5;0
