ubicacion;subUbicacion;clase;subclase;nombre;marca;modelo;serie;numeroInventario;ano;vidaUtil;propietario;estado;criticidad;garantia;vencimientoGarantia;planMantencion;tipoEquipo;idConvenio;idInstitucion;eliminado
MQ RESPIRATORIO ;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692605;20494;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692601;20495;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ RESPIRATORIO;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692598;20496;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ RESPIRATORIO ;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692619;20497;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ  RES.;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692622;20498;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ RESPIRATORIO;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692612;20499;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ RESP ;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692623;20500;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ RES;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692610;20501;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ RESPIRATORIO ;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692607;20502;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ RESPIRATORIO;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692615;20503;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692603;20504;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692616;20505;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692604;20506;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692596;20507;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692613;20508;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
POST OPERADOS;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692614;20509;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692602;20510;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ  ANEXO;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692621;20511;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692618;20512;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692611;20513;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692617;20514;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692620;20515;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692599;20516;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ NO RESPIRATORIO;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692606;20517;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692608;20518;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692600;20519;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692595;20520;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692594;20521;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
PABELLON;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692609;20522;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
PABELLON/POST OPERADOS;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692684;20523;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
PABELLON/POST OPERADOS;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692683;20524;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
PABELLON/POST OPERADOS;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692680;20525;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
PABELLON/POST OPERADOS;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692682;20526;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
PABELLON/POST OPERADOS;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692681;20527;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
PEDIATRIA;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692663;20528;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
PEDIATRIA;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692660;20529;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
PEDIATRIA;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692661;20530;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
PEDIATRIA;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692662;20531;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
POST OPERADOS;;Monitoreo;Mediano Costo;Monitor ECG/signos vitales baja complejidad;CRITICARE ;NGENUITY;408242225;4286;2008;10;Propio;Regular;Critico;0;;1;medico;0;3;0
PEDIATRIA;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692664;20532;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
RESPALDO;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692808;20533;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
RESPALDO;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692704;20534;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
RESPALDO;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692709;20535;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
RESPALDO;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692712;20536;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
SAMU;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692685;20537;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
SAMU;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692686;20538;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
SAMU;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692687;20539;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
SAMU;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692688;20540;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692591;20595;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692580;20596;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692586;20597;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692590;20598;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692587;20599;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692585;20600;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692573;20601;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692589;20602;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692579;20603;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692570;20604;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692584;20605;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692593;20606;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692582;20607;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692575;20608;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692592;20609;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24337289;20610;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24337290;20611;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692588;20612;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692577;20613;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692571;20614;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692574;20615;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692572;20616;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692576;20617;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692581;20618;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692652;20619;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692659;20620;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692636;20621;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692635;20622;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692656;20623;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692630;20624;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692648;20625;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692643;20626;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692641;20627;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692639;20628;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
PABELLON;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692651;20629;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692654;20630;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692657;20631;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692655;20632;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692650;20633;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692631;20634;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692638;20635;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692634;20636;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692653;20637;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
PRE PARTO;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692646;20638;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692637;20639;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692649;20640;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692647;20641;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692642;20642;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692645;20643;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692624;20644;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692644;20645;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692640;20646;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692632;20647;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692633;20648;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692626;20649;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692627;20650;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692625;20651;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692629;20652;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692628;20653;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692658;20654;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
URGENCIA;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692672;20660;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
URGENCIA;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692674;20661;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ RESPIRATORIO ;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692679;20662;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
URGENCIA;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692670;20663;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
URGENCIA;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692665;20664;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
URGENCIA;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692669;20665;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
MQ RES;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692678;20666;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
URGENCIA;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692666;20667;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
URGENCIA;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692668;20668;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
URGENCIA;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692667;20669;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
URGENCIA;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692671;20670;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
URGENCIA;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692677;20671;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
URGENCIA;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692673;20672;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
URGENCIA;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692675;20673;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
URGENCIA;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692676;20674;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
URGENCIA;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692713;20675;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
URGENCIA;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692711;20676;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692807;20677;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
URGENCIA;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692708;20678;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
URGENCIA;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692805;20679;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
URGENCIA;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692806;20680;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
URGENCIA;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692804;20681;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
URGENCIA;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692707;20682;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
PABELLON;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692710;20683;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
