ubicacion;subUbicacion;clase;subclase;nombre;marca;modelo;serie;numeroInventario;ano;vidaUtil;propietario;estado;criticidad;garantia;vencimientoGarantia;planMantencion;tipoEquipo;idConvenio;idInstitucion;eliminado
MEDICO QUIRURGICO HOMBRE;MEDICO QUIRURGICO HOMBRE;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242019;661;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO HOMBRE;MEDICO QUIRURGICO HOMBRE;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233463;658;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MATERNIDAD;MATERNIDAD;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233462;709;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MATERNIDAD;MATERNIDAD;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242027;710;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
POST OPERADO;POST OPERADO;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242030;667;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO MUJER;MEDICO QUIRURGICO MUJER;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242032;663;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PREPARTO;PREPARTO;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242051;677;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PREPARTO;PREPARTO;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233456;676;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO HOMBRE;MEDICO QUIRURGICO HOMBRE;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242018;657;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MATERNIDAD;MATERNIDAD;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242069;660;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PEDIATRIA;PEDIATRIA;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242064;702;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO HOMBRE;MEDICO QUIRURGICO HOMBRE;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242033;727;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO MUJER;MEDICO QUIRURGICO MUJER;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242050;746;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO HOMBRE;MEDICO QUIRURGICO HOMBRE;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242017;734;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PEDIATRIA;PEDIATRIA;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242036;696;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO MUJER;MEDICO QUIRURGICO MUJER;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242041;748;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MATERNIDAD;MATERNIDAD;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242043;716;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MATERNIDAD;MATERNIDAD;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242040;712;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PREPARTO;PREPARTO;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242031;675;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO MUJER;MEDICO QUIRURGICO MUJER;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242068;752;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MATERNIDAD;MATERNIDAD;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242016;717;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MATERNIDAD;MATERNIDAD;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242026;722;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO HOMBRE;MEDICO QUIRURGICO HOMBRE;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242037;733;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MATERNIDAD;MATERNIDAD;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242015;721;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MATERNIDAD;MATERNIDAD;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242048;724;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO HOMBRE;MEDICO QUIRURGICO HOMBRE;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242057;735;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PEDIATRIA;PEDIATRIA;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242062;703;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO MUJER;MEDICO QUIRURGICO MUJER;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242054;749;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO ZOCALO;MEDICO QUIRURGICO ZOCALO;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242042;690;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MATERNIDAD;MATERNIDAD;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233471;718;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PREPARTO;PREPARTO;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2 ;20190242060;669;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
URGENCIAS;URGENCIAS;Apoyo Diagnostico;Mediano Costo;CAMILLA HIDRAULICA;LINET;SPRINT 100;20190197948;678;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
URGENCIAS;URGENCIAS;Apoyo Diagnostico;Mediano Costo;CAMILLA HIDRAULICA;LINET;SPRINT 100;20190197950;688;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
URGENCIAS;URGENCIAS;Apoyo Diagnostico;Mediano Costo;CAMILLA HIDRAULICA;LINET;SPRINT 100;20190197946;689;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
URGENCIAS;URGENCIAS;Apoyo Diagnostico;Mediano Costo;CAMILLA HIDRAULICA;LINET;SPRINT 100;20190197957;680;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
URGENCIAS;URGENCIAS;Apoyo Diagnostico;Mediano Costo;CAMILLA HIDRAULICA;LINET;SPRINT 100;20190197956;693;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
URGENCIAS;URGENCIAS;Apoyo Diagnostico;Mediano Costo;CAMILLA HIDRAULICA;LINET;SPRINT 100;20190197958;689;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
URGENCIAS;URGENCIAS;Apoyo Diagnostico;Mediano Costo;CAMILLA HIDRAULICA;LINET;SPRINT 100;20190197943;682;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
URGENCIAS;URGENCIAS;Apoyo Diagnostico;Mediano Costo;CAMILLA HIDRAULICA;LINET;SPRINT 100;20190197947;683;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
URGENCIAS;URGENCIAS;Apoyo Diagnostico;Mediano Costo;CAMILLA HIDRAULICA;LINET;SPRINT 100;20190197944;685;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
URGENCIAS;URGENCIAS;Apoyo Diagnostico;Mediano Costo;CAMILLA HIDRAULICA;LINET;SPRINT 100;20190197960;686;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
URGENCIAS;URGENCIAS;Apoyo Diagnostico;Mediano Costo;CAMILLA HIDRAULICA;LINET;SPRINT 100;20190197961;687;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
URGENCIAS;URGENCIAS;Apoyo Diagnostico;Mediano Costo;CAMILLA HIDRAULICA;LINET;SPRINT 100;20190197949;679;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
URGENCIAS;URGENCIAS;Apoyo Diagnostico;Mediano Costo;CAMILLA HIDRAULICA;LINET;SPRINT 100;20190197955;681;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
OFTALMOLOGIA [E-XX];OFTALMOLOGIA [E-XX];Apoyo Diagnostico;Alto Costo;CAMPO VISUAL COMPUTARIZADO;ZEISS ;850;850-10307;S/N;2016;8;PROPIO;MALO;RELEVANTE;;;1;medico;0;4;0
SAMU;SAMU;Apoyo Diagnostico;Bajo Costo;CAPNOGRAFO;NELLCOR ;N85;97537157;S/N;2015;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
LABORATORIO [D-101];LABORATORIO [D-101];Laboratorio/Farmac;Mediano Costo;CENTRIFUGA;EPPENDORF ;5702;5702AM928807;S/N;2011;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
LABORATORIO [D-101];LABORATORIO [D-101];Laboratorio/Farmac;Mediano Costo;CENTRIFUGA;EPPENDORF ;5702;5702AM928805;S/N;2011;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
LABORATORIO [D-101];LABORATORIO [D-101];Laboratorio/Farmac;Mediano Costo;CENTRIFUGA;HITACHI HIMAC ;CT GEL;20419717;S/N;2011;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
LABORATORIO [D-101];LABORATORIO [D-101];Laboratorio/Farmac;Mediano Costo;CENTRIFUGA;EPPENDORF;5702;SIN INFORMACION;S/N;2014;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
LABORATORIO [D-101];LABORATORIO [D-101];Laboratorio/Farmac;Mediano Costo;CENTRIFUGA;EPPENDORF ;5702;SIN INFORMACION;S/N;2012;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
LABORATORIO [D-101];LABORATORIO [D-101];Laboratorio/Farmac;Mediano Costo;CENTRIFUGA; BIO-RAD    ;Centrifuge 6S ;2001211;S/N;2011;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
LABORATORIO [D-101];LABORATORIO [D-101];Laboratorio/Farmac;Mediano Costo;CENTRIFUGA;HETTICH ;ROTALAVIT ;2000798;S/N;2010;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
LABORATORIO [D-101];LABORATORIO [D-101];Laboratorio/Farmac;Mediano Costo;CENTRIFUGA;HETTICH ;ROTALAVIT ;2000798;S/N;2014;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
LABORATORIO [D-101];LABORATORIO [D-101];Laboratorio/Farmac;Mediano Costo;COAGULOMETRO;SIEMENS ;BFT;2983;S/N;2011;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MATERNIDAD [C-301 ESTACION ENFERMERIA];MATERNIDAD [C-301 ESTACION ENFERMERIA];Apoyo Terapeutico;Mediano Costo;CUNA RADIANTE;GENERAL ELECTRIC ;LULLABY WARMER;SF814072790PA;S/N;2013;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
HOSPITAL DE CURANILAHUE;HOSPITAL DE CURANILAHUE;Apoyo Terapeutico;Mediano Costo;CUNA RADIANTE;GENERAL ELECTRIC ;LULLABY WARMER;SF814072791PA;S/N;2013;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MATERNIDAD [C-301 ESTACION ENFERMERIA];MATERNIDAD [C-301 ESTACION ENFERMERIA];Apoyo Terapeutico;Mediano Costo;CUNA RADIANTE;GENERAL ELECTRIC ;LULLABY WARMER;SF814072794PA;S/N;2013;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
URGENCIA;URGENCIA;Apoyo Terapeutico;Mediano Costo;CUNA RADIANTE;FISHER AND PAYKEL ;IW703;S/N;S/N;2012;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
URGENCIA;URGENCIA;Apoyo Terapeutico;Mediano Costo;CUNA RADIANTE;DRAGER;GSDTC2-1;GB00100;S/N;2012;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
SAMU AVANZADA;SAMU AVANZADA;Apoyo Terapeutico;Mediano Costo;CUNA RADIANTE;DRAGER;GSDTC2-1;GB00086;S/N;2012;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
URGENCIA;URGENCIA;Monitoreo;Alto Costo;DESFIBRILADOR;ZOLL; RSERIES ALS;AF12L025603;S/N;2013;8;PROPIO;BUENO;CRITICO;;;1;medico;0;4;0
URGENCIA;URGENCIA;Monitoreo;Alto Costo;DESFIBRILADOR;ZOLL; RSERIES ALS;AF12L025604;S/N;2013;8;PROPIO;BUENO;CRITICO;;;1;medico;0;4;0
SAMU AVANZADA;SAMU AVANZADA;Monitoreo;Alto Costo;DESFIBRILADOR;ZOLL; RSERIES ALS;AF12L025605;S/N;2013;8;PROPIO;REGULAR;CRITICO;;;1;medico;0;4;0
CORTA ESTADIA PSIQUIATRICA;CORTA ESTADIA PSIQUIATRICA;Monitoreo;Alto Costo;DESFIBRILADOR;ZOLL; RSERIES ALS;AF13E029098;S/N;2013;8;PROPIO;BUENO;CRITICO;;;1;medico;0;4;0
MEDICINA MUJERES;MEDICINA MUJERES;Monitoreo;Alto Costo;DESFIBRILADOR;ZOLL; RSERIES ALS;AF13E029117;S/N;2013;8;PROPIO;BUENO;CRITICO;;;1;medico;0;4;0
PEDIATRIA;PEDIATRIA;Monitoreo;Alto Costo;DESFIBRILADOR;ZOLL; RSERIES ALS;AF13B027280;S/N;2013;8;PROPIO;BUENO;CRITICO;;;1;medico;0;4;0
MATERNIDAD ;MATERNIDAD ;Monitoreo;Alto Costo;DESFIBRILADOR;ZOLL; RSERIES ALS;AF13E029115;S/N;2013;8;PROPIO;BUENO;CRITICO;;;1;medico;0;4;0
ROBADO;ROBADO;Monitoreo;Alto Costo;DESFIBRILADOR;ZOLL; RSERIES ALS;AF13F029738;S/N;2013;8;PROPIO;BUENO;CRITICO;;;1;medico;0;4;0
URGENCIA;URGENCIA;Monitoreo;Alto Costo;DESFIBRILADOR;ZOLL; RSERIES ALS;AF13F029739;S/N;2013;8;PROPIO;BUENO;CRITICO;;;1;medico;0;4;0
PABELLON;PABELLON;Monitoreo;Alto Costo;DESFIBRILADOR;ZOLL; RSERIES ALS;AF13F029741;S/N;2013;8;PROPIO;BUENO;CRITICO;;;1;medico;0;4;0
MEDICINA HOMBRE;MEDICINA HOMBRE;Monitoreo;Alto Costo;DESFIBRILADOR;ZOLL; RSERIES ALS;AF13F029116;S/N;2013;8;PROPIO;BUENO;CRITICO;;;1;medico;0;4;0
POST OPERADO;POST OPERADO;Monitoreo;Alto Costo;DESFIBRILADOR;ZOLL ;MSERIES;T07E90133;S/N;2013;8;PROPIO;BUENO;CRITICO;;;1;medico;0;4;0
PARTO;PARTO;Monitoreo;Alto Costo;DESFIBRILADOR;ZOLL ;MSERIES;T04C56792;764;2013;8;PROPIO;BUENO;CRITICO;;;1;medico;0;4;0
PARTO;PARTO;Monitoreo;Alto Costo;DESFIBRILADOR;ZOLL ;MSERIES;T09B110210;S/N;2012;8;PROPIO;REGULAR;CRITICO;;;1;medico;0;4;0
BODEGA DE EQUIPOS;SAMU AVANZADA;Monitoreo;Alto Costo;DESFIBRILADOR;NIHON KOHDEN ;TEC-5631;4462;S/N;2022;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
POSTRADOS;POSTRADOS;Monitoreo;Alto Costo;DESFIBRILADOR;CONTEC ;S8;58201022008;S/N;2021;8;PROPIO;BUENO;CRITICO;;;1;medico;0;4;0
PABELLON;PABELLON;Monitoreo;Mediano Costo;DESFIBRILADOR;ZOLL;AEDPLUS;X17I954529;SAMUBA001;2019;8;PROPIO;BUENO;CRITICO;;;1;medico;0;4;0
MEDICO QUIRURGICO ZOCALO;MEDICO QUIRURGICO ZOCALO;Monitoreo;Mediano Costo;DESFIBRILADOR EXTERNO AUTOMATICO;MINDRAY;BENEHEART C2;AE7-01001122;S/N;2020;8;PROPIO;BUENO;CRITICO;;;1;medico;0;4;0
URGENCIA;URGENCIA;Laboratorio/Farmac;Mediano Costo;DESTILADOR;GFL ;D-30938;110543101;S/N;1995;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
CURACIONES AVANZADAS;CURACIONES AVANZADAS;Apoyo Diagnostico;Mediano Costo;DETECTOR DE LATIDOS CARDIO FETAL;MEDIANA; F-10;BED-80094;S/N;2015;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
E-127;E-127;Apoyo Diagnostico;Mediano Costo;DETECTOR DE LATIDOS CARDIO FETAL;MEDIANA; F-10;BED-80065;S/N;2015;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICINA HOMBRE;MEDICINA HOMBRE;Apoyo Diagnostico;Mediano Costo;DETECTOR DE LATIDOS CARDIO FETAL;MEDIANA; F-10;BED-80082;S/N;2015;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MATERNIDAD;MATERNIDAD;Apoyo Diagnostico;Mediano Costo;DETECTOR DE LATIDOS CARDIO FETAL;MEDIANA; F-10;BED-80162;S/N;2015;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MATERNIDAD;MATERNIDAD;Apoyo Diagnostico;Mediano Costo;DETECTOR DE LATIDOS CARDIO FETAL;MEDIANA; F-10;BED-80069;S/N;2015;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MATERNIDAD;MATERNIDAD;Apoyo Diagnostico;Mediano Costo;DETECTOR DE LATIDOS CARDIO FETAL;MEDIANA; F-10;BED-80155;S/N;2015;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
IMAGENOLOGIA [B-134 SALA MAMOGRAFIA];IMAGENOLOGIA [B-134 SALA MAMOGRAFIA];Imagenologia;Alto Costo;DIGITALIZADOR;AGFA ;CR30XM;6433;S/N;2013;10;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
APS [E-110];APS [E-110];Monitoreo;Alto Costo;ECOGRAFO;GENERAL ELECTRIC ;LOGIC P5;242899SU3;S/N;2013;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PABELLON [C-130 PABELLON 1];PABELLON [C-130 PABELLON 1];Monitoreo;Alto Costo;ECOGRAFO;GENERAL ELECTRIC ;LOGIC P5;201201451ATR;S/N;2013;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PABELLON [C-130 PABELLON 1];PABELLON [C-130 PABELLON 1];Monitoreo;Alto Costo;ECOGRAFO;GENERAL ELECTRIC ;LOGIC F6;385676WX2;S/N;2014;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
APS [E-];APS [E-];Monitoreo;Alto Costo;ECOGRAFO;PHILLIPS ;HD3-EXP-V2;A81202300004521;765;2010;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
APS [E-110];APS [E-110];Monitoreo;Alto Costo;ECOGRAFO;GENERAL ELECTRIC ;VOLUSON S8;VS8802383;S/N;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
OFTALMOLOGIA [E-XX];OFTALMOLOGIA [E-XX];Apoyo Diagnostico;Alto Costo;ECOGRAFO OCULAR;QUANTEK MEDICAL;COMPACT TOUCH;182-016-120-955;S/N;2013;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
OFTALMOLOGIA [E-XX];OFTALMOLOGIA [E-XX];Apoyo Diagnostico;Mediano Costo;ECOGRAFO OCULAR;QUANTEK MEDICAL/; COMPACT TOUCH;182-016-120-955;S/N;2013;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PABELLON [C-129 PABELLON 2];PABELLON [C-129 PABELLON 2];Apoyo Quirurgico;Mediano Costo;ELECTROBISTURI;COVIDIEN ;FORCE FX;S3D08587AX;S/N;2013;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PABELLON [C-130 PABELLON 1];PABELLON [C-130 PABELLON 1];Apoyo Quirurgico;Mediano Costo;ELECTROBISTURI;COVIDIEN ;FORCE TRIAD;T3137554EX;S/N;2013;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PABELLON DE CIRUGIA MENOR [E-117 PABELLON CIRUGIA MENOR];PABELLON DE CIRUGIA MENOR [E-117 PABELLON CIRUGIA MENOR];Apoyo Quirurgico;Mediano Costo;ELECTROBISTURI;DAIWHA ;MEDITOM200;BA2ALC022;S/N;2012;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
APS [E-107 CURACIONES AVANZADAS];APS [E-107 CURACIONES AVANZADAS];Apoyo Diagnostico;Mediano Costo;ELECTROCARDIOGRAFO;GENERAL ELECTRIC ;MAC 600;SF71224298PA;S/N;2013;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
CORTA ESTADIA PSIQUIATRICA;CORTA ESTADIA PSIQUIATRICA;Apoyo Diagnostico;Mediano Costo;ELECTROCARDIOGRAFO;GENERAL ELECTRIC ;MAC 600;SF713456432PA;S/N;2013;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MATERNIDAD;MATERNIDAD;Apoyo Diagnostico;Mediano Costo;ELECTROCARDIOGRAFO;GENERAL ELECTRIC ;MAC 600;SF713456439PA;S/N;2013;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
BODEGA DE EQUIPOS;BODEGA DE EQUIPOS;Apoyo Diagnostico;Mediano Costo;ELECTROCARDIOGRAFO;GENERAL ELECTRIC ;MAC 600;SF713456437PA;S/N;2013;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
POSTRADOS;POSTRADOS;Apoyo Diagnostico;Mediano Costo;ELECTROCARDIOGRAFO;GENERAL ELECTRIC ;MAC 600;SF713456430PA;S/N;2013;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PABELLON;PABELLON;Apoyo Diagnostico;Mediano Costo;ELECTROCARDIOGRAFO;GENERAL ELECTRIC ;MAC 600;SF713456438PA;S/N;2013;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO ZOCALO;MEDICO QUIRURGICO ZOCALO;Apoyo Diagnostico;Mediano Costo;ELECTROCARDIOGRAFO;GENERAL ELECTRIC ;MAC 600;SF712243038PA;S/N;2012;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
URGENCIA;URGENCIA;Apoyo Diagnostico;Mediano Costo;ELECTROCARDIOGRAFO;GENERAL ELECTRIC ;MAC 600;SF712242982PA;S/N;2012;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
CURACIONES AVANZADAS;CURACIONES AVANZADAS;Apoyo Diagnostico;Mediano Costo;ELECTROCARDIOGRAFO;GENERAL ELECTRIC ;MAC 600;SF712242984PA;S/N;2012;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
E-127;E-127;Apoyo Diagnostico;Mediano Costo;ELECTROCARDIOGRAFO;GENERAL ELECTRIC ;MAC 600;SF711472279PA;S/N;2012;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICINA HOMBRE;MEDICINA HOMBRE;Apoyo Diagnostico;Mediano Costo;ELECTROCARDIOGRAFO;GENERAL ELECTRIC ;MAC 600;SF713456436PA;S/N;2013;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
URGENCIA;URGENCIA;Apoyo Diagnostico;Bajo Costo;ELECTROCARDIOGRAFO;3RAY;ECG -3303B;ECG-3303B 2011251;S/N;2021;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
APS;APS;Apoyo Diagnostico;Bajo Costo;ELECTROCARDIOGRAFO;3RAY;ECG -3303B;ECG-3303B 2011253;S/N;2021;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
URGENCIA;URGENCIA;Monitoreo;Mediano Costo;ELECTROCARDIOGRAFO DE TELEMEDICINA;HEARTVIEW;12L/ 10 DERIVACIONES;21002797;S/N;2022;5;COMODATO;BUENO;RELEVANTE;;;1;medico;0;4;0
G-119;G-119;Odontologia;Bajo Costo;ENDO MOTOR ENDODONCIA;WOODPECKER;ENDO RADAR PRO;E2171051WP;571;2021;5;PROPIO;BUENO;NO APLICA;;;1;medico;0;4;0
PABELLON [C-132 BODEGA DE EQUIPOS];PABELLON [C-132 BODEGA DE EQUIPOS];Monitoreo;Alto Costo;EQUIPO ARCO C;SIEMENS;SIREMOBIL COMPACT ;30747;S/N;2011;10;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
SERVICIO DENTAL [G119 BOX DENTAL];SERVICIO DENTAL [G119 BOX DENTAL];Apoyo Quirurgico;Mediano Costo;EQUIPO PARA ENDODONCIA;DENTSPLY; X-SMART;2582066;S/N;2012;10;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
BODEGA DE EQUIPOS;BODEGA DE EQUIPOS;Odontologia;Mediano Costo;EQUIPO RAYOS X DENTAL;MINDRAY ;SOLEDEX;11205732;S/N;2011;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
G-119;G-119;Odontologia;Mediano Costo;EQUIPO RAYOS X DENTAL;MINDRAY ;SOLEDEX;11205735;S/N;2011;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
G-105;G-105;Monitoreo;Bajo Costo;ESFINGO MANOMETRO ANALOGO;HEINE;GAMMA XXL;500043076;S/N;2022;5;PROPIO;BUENO;NO APLICA;;;1;medico;0;4;0
G-105;G-105;Monitoreo;Bajo Costo;ESFINGO MANOMETRO ANALOGO;HEINE;GAMMA XXL;500043567;S/N;2022;5;PROPIO;BUENO;NO APLICA;;;1;medico;0;4;0
KINESIOLOGIA [B-116];KINESIOLOGIA [B-116];Apoyo Terapeutico;Mediano Costo;ESPIROMETRO;MIR ;SPIROLAB III;A23-053.08271;S/N;2012;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
KINESIOLOGIA [B-116];KINESIOLOGIA [B-116];Apoyo Terapeutico;Mediano Costo;ESPIROMETRO;MIR ;SPIROLAB III;A23-053.07425;S/N;2012;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
