ubicacion;subUbicacion;clase;subclase;nombre;marca;modelo;serie;numeroInventario;ano;vidaUtil;propietario;estado;criticidad;garantia;vencimientoGarantia;planMantencion;tipoEquipo;idConvenio;idInstitucion;eliminado
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;BAJO COSTO;PROYECTOR DE OPTOTIPOS;TOPCON;ACP-8;1550426;21-11058;2016;10;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;MEDIANO COSTO;REFUERZO VISUAL;INTERACUSTICS;URA 201;937432;21-11490;2016;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;MEDIANO COSTO;SILLA QUIRURGICA;UFSK;SURGILINE;2013702411;21-11199;2016;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;MEDIANO COSTO;SILLA QUIRURGICA;UFSK;SURGILINE;2012702410;21-11198;2016;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;ALTO COSTO;TEST EYE CAM 2 CANAL;INTERACUSTICS;T540P;11545NO245;21-11202;2015;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;MEDIANO COSTO;TONOMETRO APLANATICO;PERKINS;MK3;S/N;21-11049;2016;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;MEDIANO COSTO;TONOMETRO APLANATICO;PERKINS;MK3;S/N;21-11050;2016;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;APOYO ENDOSCOPICO;MEDIANO COSTO;VIDEO LARINGOSCOPIO;KING SISTEMS;S/N;S/N;21-10548;2015;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;ALTO COSTO;MICROSCOPIO ESPECULAR;NIDEK;CEM-530;14080400;21-11051;2015;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
URGENCIA 2;HOSPITAL DE ARAUCO;MONITOREO;BAJO COSTO;MONITOR DE SIGNOS VITALES;GENERAL MEDITECH;G2A;G2AM50042;21-15080;2015;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
MEDICINA;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;BAJO COSTO;BOMBA DE ASPIRACION;THOMAS;MEDIPUMP 1636 A;3140004136;21-10262;2014;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
ARAUCO;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;BAJO COSTO;BOMBA DE ASPIRACION;THOMAS;MEDIPUMP 1636 A;51300003782;S/N;2014;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
URGENCIA;HOSPITAL DE ARAUCO;APOYO TERAPEUTICO;BAJO COSTO;BOMBA DE INFUSION CONTINUA;NIPRO;SUREFUSION;12C0868BS;21-9889;2014;10;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
MEDICINA;HOSPITAL DE ARAUCO;APOYO TERAPEUTICO;BAJO COSTO;BOMBA DE INFUSION CONTINUA;NIPRO;SUREFUSION;12C0869BS;21-9891;2014;10;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;ALTO COSTO;ELECTROMIOGRAFIA;CADWELL;SIERRA WAVE;1312WV00-19-012;21-10004;2014;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PEDIATRIA;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;BAJO COSTO;BOMBA DE ASPIRACION;THOMAS;1636-A;31400004157;21-10110;2014;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
MEDICINA MUJERES;HOSPITAL DE ARAUCO;MOBILIARIO;MEDIANO COSTO;CARRO DE EMERGENCIA;METRO LIFELINE;C05-990A;33001;21-10259;2014;10;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PEDIATRIA;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR DESFRIBRILADOR ;INSTRAMED;CARDIOMAX;40217 CM 6017;21-10003;2014;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
URGENCIA 2;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR MULTIPARAMETRO;MEDIANA;YM1000;1.11213E+11;21-9471;2013;10;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
PEDIATRIA;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR MULTIPARAMETRO;MEDIANA;YM1000 NS;1.01213E+11;21-9470;2013;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
URGENCIA;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR MULTIPARAMETRO;MEDIANA;YM 1000;1.01213E+11;21-9472;2013;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;BAJO COSTO;BOMBA DE ASPIRACION;THOMAS;1242;41100003285;21-9340;2012;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;BAJO COSTO;BOMBA DE ASPIRACION;THOMAS;1242RVJ;41100003290;21-9040;2012;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
ARAUCO;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;BAJO COSTO;BOMBA DE ASPIRACION;THOMAS;MEDI-PUMP 1242;51300003804;S/N;2012;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
MEDICINA;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;BAJO COSTO;BOMBA DE ASPIRACION;THOMAS;1636;2057;21-9107;2012;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;APOYO TERAPEUTICO;BAJO COSTO;BOMBA DE INFUSION CONTINUA;SK;600I;12020386;21-9701;2012;8;PROPIO;MALO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;IMAGENOLOGIA;ALTO COSTO;ECOGRAFO OCULAR;QUALTEL MEDICAL;COMPACT TOV;574;21-9033;2012;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PEDIATRIA;HOSPITAL DE ARAUCO;REHABILITACION;MEDIANO COSTO;FOTOTERAPIA;CHOONGWAE;CHS-PU34;4.6101E+12;COMODATO;2012;8;COMODATO;BUENO;RELEVANTE;;;;medico;0;2;0
PEDIATRIA;HOSPITAL DE ARAUCO;REHABILITACION;MEDIANO COSTO;FOTOTERAPIA;FENEM;006-OFL;GAD-27805;COMODATO;2012;8;COMODATO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;MEDIANO COSTO;MICROSCOPIO DE OIDO DE PIE RECTO;ECLERIS;EVERLUX OM100F1L;LED100RX220121476;21-9342;2012;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR MULTIPARAMETRO;MEDIANA;LUCON;1.30512E+11;21-9032;2012;10;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR MULTIPARAMETRO;MEDIANA;YM 6000;1.30712E+11;21-9030;2012;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
ESTERILIZACION;HOSPITAL DE ARAUCO;ESTERILIZACION;ALTO COSTO;AUTOCLAVE;OPPICI;HR0300;104256;21-8888;2011;8;PROPIO;REGULAR;RELEVANTE;;;;medico;0;2;0
MATERNIDAD;HOSPITAL DE ARAUCO;APOYO TERAPEUTICO;MEDIANO COSTO;CUNA RADIANTE;FISHER & PAYKEL;IW931AEU;1.10222E+11;21-8799;2011;8;PROPIO;REGULAR;RELEVANTE;;;;medico;0;2;0
PEDIATRIA;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;MEDIANO COSTO;ELECTROCARDIOGRAFO;NIHON KOHDEN;ECG-1150;05559-K;21-8814;2011;10;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PEDIATRIA;HOSPITAL DE ARAUCO;APOYO TERAPEUTICO;MEDIANO COSTO;INCUBADORA DE TRANSPORTE;DRAGER;TI500C-1;GG07734;21-8797;2011;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO ENDOSCOPICO;MEDIANO COSTO;NASOLARINGOFIBROSCOPIO;OLIMPUS;2251;2139028;21-9000;2011;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;MEDIANO COSTO;AUDIOMETRO;MADSEN;MIDIMATE 622;77056;21-4677;2008;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;MEDIANO COSTO;AUTOLENSOMETRO DIGITAL;NIDEK;LM1000P;133999;21-6815;2008;10;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;MEDIANO COSTO;AUTOQUERATOREFRACTOMETRO;NIDEK;ARK-510A;332304;21-6813;2008;10;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;BAJO COSTO;BOMBA DE ASPIRACION;THOMAS;1132GL;1020002887;21-4964;2005;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
MEDICINA;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;BAJO COSTO;BOMBA DE ASPIRACION;THOMAS;1636A;1013;21-6981;2008;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
MATERNIDAD;HOSPITAL DE ARAUCO;APOYO TERAPEUTICO;BAJO COSTO;BOMBA DE INFUSION CONTINUA;ARCOMED;5005;2472611;21-5805;2007;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;ALTO COSTO;CAMPIMETRO COMPUTARIZADO;ZEISS;HTA 750I ;750I-1320;21-6810;2008;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
LABORATORIO;HOSPITAL DE ARAUCO;LABORATORIO/FARMAC;MEDIANO COSTO;CENTRIFUGA DIGITAL 4.400 RPM N 1;EPPENDORF;5702;22331;21-5064;2005;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PADYCP;HOSPITAL DE ARAUCO;APOYO TERAPEUTICO;MEDIANO COSTO;CONCENTRADORA DE OXIGENO;INVACARE;PLATINUM 5;-;S/N;2007;10;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;MEDIANO COSTO;CONSOLA CRIOCOAGULADOR;KEELER;CRYOMATIC;K0908150;21-8190;2010;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;MEDIANO COSTO;ELECTROBISTURI;HESSELIL;LS2000;0606G50022E;21-7978;2009;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;ALTO COSTO;FOTOCOAGULADOR LASER;NIDEK;GYC-1000;11152;21-5761;2006;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;MEDIANO COSTO;IMPEDANCIOMETRO;MADSEN;ZORDIAC 901;91904;21-4678;2008;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;ALTO COSTO;LAMPARA DE HENDIDURA;HASHAAG-STREIABD900;BD 900;117;21-6806;2008;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;MEDIANO COSTO;LAMPARA DE HENDIDURA;TOPCON;SL D7;707187;21-7889;2009;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;MEDIANO COSTO;LAMPARA QUIRURGICA;;;100617;21-5900;2008;8;PROPIO;REGULAR;RELEVANTE;;;;medico;0;2;0
MATERNIDAD;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;MEDIANO COSTO;LAMPARA QUIRURGICA PORTATIL;BERCHTOLD;D300;5738030-M22795;21-5318;2005;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;MOBILIARIO;MEDIANO COSTO;MESA QUIRURGICA;MEDLAND;SM-C600;64302021;21-5908;2007;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
LABORATORIO;HOSPITAL DE ARAUCO;LABORATORIO/FARMAC;MEDIANO COSTO;MICROSCOPIO BINOCULAR;LEICA;DM500;801318021GX0375;21-8226;2010;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
MATERNIDAD;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR DE LATIDO CARDIOFETAL;ANALOGIC;SINGLE;FA001532;21-4905;2004;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
MATERNIDAD;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR DE LATIDO CARDIOFETAL;GENERAL ELECTRIC;COROMETRICS 171;08131718PA;21-6654;2008;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;MEDIANO COSTO;OFTALMOSCOPIO INDIRECTO;KEELER;ALL PUPI;89331;21-8598;2010;10;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;MEDIANO COSTO;PROYECTOR DE OPTOTIPOS;HUVITZ;CCP-3100;3PC8H0402;S/N;2005;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;MEDIANO COSTO;PROYECTOR DE OPTOTIPOS;HUVITZ;CCP-3100;3PC8G2305;S/N;2006;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;BAJO COSTO;TONOMETRO APLANATICO;PERKINS;MK2;T16855;21-8599;2010;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;ALTO COSTO;YAQ LASER CON MESA;LUMENIS;AURA-PT;YA29-9732;21-7011;2009;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
LABORATORIO;HOSPITAL DE ARAUCO;LABORATORIO/FARMAC;ALTO COSTO;EQ. DE VELOCIDAD HOMOSEDIMENTACIO;ALI FAX;ROLLER 20LC;R202804LC;COMODATO;2022;8;COMODATO;BUENO;RELEVANTE;;;;medico;0;2;0
LABORATORIO;HOSPITAL DE ARAUCO;LABORATORIO/FARMAC;ALTO COSTO;EQ. DE HOMOSEDIMENTACION GLICOSIDAD;TRINITY BIOTECH;PREMIER Hb 9210;09-00-0001;COMODATO;2020;8;COMODATO;BUENO;RELEVANTE;;;;medico;0;2;0
LABORATORIO;HOSPITAL DE ARAUCO;LABORATORIO/FARMAC;MEDIANO COSTO;CENTRIFUGA DIGITAL 4.400 RPM N3;EPPENDORF;5702;5702D1835216;21-11046;2016;8;PROPIO;REGULAR;RELEVANTE;;;;medico;0;2;0
LABORATORIO;HOSPITAL DE ARAUCO;LABORATORIO/FARMAC;MEDIANO COSTO;CENTRIFUGA DIGITAL 4.400 RPM N2;EPPENDORF;5702;5702AM626616;21-8999;2012;8;PROPIO;REGULAR;RELEVANTE;;;;medico;0;2;0
LABORATORIO;HOSPITAL DE ARAUCO;LABORATORIO/FARMAC;ALTO COSTO;EQ DE GASES Y ELECTROLITOS;RADIOMETER;ABL80 FLEX;3081553;COMODATO;2021;8;COMODATO;BUENO;RELEVANTE;;;;medico;0;2;0
LABORATORIO;HOSPITAL DE ARAUCO;LABORATORIO/FARMAC;MEDIANO COSTO;MICROSCOPIO;EUROMEX;OXION;1640218;S/N;2018;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
LABORATORIO;HOSPITAL DE ARAUCO;LABORATORIO/FARMAC;MEDIANO COSTO;PIANO CONTADOR HEMATOLOGICO;P+L ELECTRONICA;-;4709;S/N;2012;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
LABORATORIO;HOSPITAL DE ARAUCO;LABORATORIO/FARMAC;MEDIANO COSTO;ROTADOR ORBITAL;-;VRN-360;920142;S/N;2000;8;PROPIO;REGULAR;RELEVANTE;;;;medico;0;2;0
LABORATORIO;HOSPITAL DE ARAUCO;LABORATORIO/FARMAC;ALTO COSTO;ANALIZADOR AUTOMATICO DE QUIMICA DE ORINA;77 ELECTRONICA;LABUMAT 2;VPA-01000056;COMODATO;2019;8;COMODATO;BUENO;RELEVANTE;;;;medico;0;2;0
LABORATORIO;HOSPITAL DE ARAUCO;LABORATORIO/FARMAC;ALTO COSTO;ANALIZADOR AUTOMATICO DE SEDIMENTO DE ORINA;77 ELECTRONICA;URISED 2;URS04200305;COMODATO;2019;8;COMODATO;BUENO;RELEVANTE;;;;medico;0;2;0
LABORATORIO;HOSPITAL DE ARAUCO;LABORATORIO/FARMAC;MEDIANO COSTO;CONGELADOR;WHIRPOOL;WVE28;-;COMODATO;2012;8;COMODATO;BUENO;RELEVANTE;;;;medico;0;2;0
LABORATORIO;HOSPITAL DE ARAUCO;LABORATORIO/FARMAC;MEDIANO COSTO;REFRIGERADOR DE VITRINA (1006 Lts);MIDEA;MC-5L1006;540-G0739401;21-15249;2022;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
LABORATORIO;HOSPITAL DE ARAUCO;LABORATORIO/FARMAC;BAJO COSTO;ESTUFA DE CULTIVO;ZHICHENG;ZDP-A2050;-;21-9246;2012;8;PROPIO;REGULAR;RELEVANTE;;;;medico;0;2;0
DENTAL ODONTO PEDIATRIA;HOSPITAL DE ARAUCO;ODONTOLOGIA;BAJO COSTO;ULTRA SONIDO DENTAL;NSK;VARIOS 570 LUX;A5300780;21-11040;2017;8;PROPIO;REGULAR;RELEVANTE;;;;medico;0;2;0
DENTAL ODONTO PEDIATRIA;HOSPITAL DE ARAUCO;ODONTOLOGIA;BAJO COSTO;ULTRA SONIDO DENTAL;DTE;D5;S1610176D5;S/N;2020;8;PROPIO;REGULAR;RELEVANTE;;;;medico;0;2;0
DENTAL ODONTO PEDIATRIA;HOSPITAL DE ARAUCO;ODONTOLOGIA;MEDIANO COSTO;SILLON DENTAL;DENCAR;TS 2688;20132551381;21-11968;2017;8;PROPIO;REGULAR;RELEVANTE;;;;medico;0;2;0
URGENCIA 2;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR MULTIPARAMETRO;BISTOS;BT-740;DFP10023;21-15423;2023;8;PROPIO;BUENO;CRITICO;1;2024;0;medico;0;2;0
